"aaNumber","year","monthYear","sequenceInfo","uuid","flightNumber","departureStation","outDateTime","arrivalStation","inDateTime","fly","legGreater","actualBlock","groundTime","overnightDuration","eqModel","eqNumber","eqType","eqCode","fuelPerformance","departurePerformance","arrivalPerformance","position","delayCode"
"420357","2018  ","JULY 2018  ","7/21/2018 5457 LAX 320","6c7007df-2904-4c20-b81a-45f23a7000b1","1131","LAS","2018-07-23T06:01:00","DFW","07/23 10:43","2.42","2.49","2.42","1.03","","A321","N869","321","76","900.00","","-7","CA",""
"420357","2018  ","JULY 2018  ","7/21/2018 5457 LAX 320","bcb29787-40e6-40d4-92b1-5926fb99bb06","2811","DFW","2018-07-23T11:46:00","LAX","07/23 12:44","2.58","3.07","2.58","","","A321","N869","321","76","200.00","1","-8","CA",""
"420357","2018  ","JULY 2018  ","7/28/2018 5457 LAX 320","636ff410-0375-4e44-906e-4aefc063aef1","866","LAX","2018-07-28T07:49:00","IAH","07/28 13:05","3.16","3.21","3.16","","17.57","A319","N755","319","92","-100.00","29","24","CA",""
"420357","2018  ","JULY 2018  ","7/28/2018 5457 LAX 320","d4854998-7e97-4f9b-817b-088c5ec1808c","1804","IAH","2018-07-29T08:29:00","CLT","07/29 11:50","2.21","2.39","2.21","4.06","663","A319","N748","319","92","100.00","-3","-21","CA",""
"420357","2018  ","JULY 2018  ","7/28/2018 5457 LAX 320","9f56477a-aa8c-465e-9118-485c32b45a27","776","CLT","2018-07-29T15:56:00","LAS","07/29 17:28","4.32","4.41","4.32","","11.03","A321","N177","321","77","600.00","57","48","CA",""
"420357","2018  ","JULY 2018  ","7/28/2018 5457 LAX 320","3482f215-f0cf-463e-ad1e-f1db1fc7d068","1131","LAS","2018-07-30T06:09:00","DFW","07/30 10:51","2.53","2.53","2.42","1.07","","A321","N888","321","76","200.00","8","1","CA","ATC11"
"420357","2018  ","JULY 2018  ","7/28/2018 5457 LAX 320","7c758750-fdc6-407a-a3c6-916261482902","2811","DFW","2018-07-30T11:58:00","LAX","07/30 13:08","3.24","3.24","3.10","","","A321","N888","321","76","500.00","13","16","CA","ATC14"
"420357","2018  ","AUGUST 2018  ","8/3/2018 5633 LAX 320","8a8a6c33-9573-484a-b44b-f5979f6291c0","309","LAX","2018-08-03T14:43:00","ORD","08/03 21:02","4.19","4.19","4.19","","21.48","A321","N880","321","76","-700.00","-1","2","CA",""
"420357","2018  ","AUGUST 2018  ","8/3/2018 5633 LAX 320","3e512f2a-3b16-4668-9bee-d1b2bf35e65b","245","ORD","2018-08-04T20:19:00","LAX","08/04 22:52","4.33","4.33","4.33","","","A321","N932","321","76","-500.00","-1","2","CA",""
"420357","2018  ","AUGUST 2018  ","8/6/2018 31147 LAX 320","f7442c77-ce87-4580-90cf-381234bbe048","501","LAX","2018-08-06T16:54:00","LAS","08/06 18:01","1.07","1.14","1.07","0.58","","A321","N537","321","77","1100.00","4","-3","CA",""
"420357","2018  ","AUGUST 2018  ","8/6/2018 31147 LAX 320","6c8c0faa-49b3-4c00-92c9-cd463eb23780","501","LAS","2018-08-06T18:59:00","LAX","08/06 20:06","1.07","1.25","1.07","","","A321","N537","321","77","0.00","-1","-19","CA",""
"420357","2018  ","AUGUST 2018  ","8/9/2018 5670 LAX 320","5c422deb-80a7-4062-9380-3bc9317d4f25","205","LAX","2018-08-09T14:18:00","OGG","08/09 17:12","5.54","5.54","5.54","","27.20","","N864","","75","-1700.00","-2","11","CA",""
"420357","2018  ","AUGUST 2018  ","8/9/2018 5670 LAX 320","dd9fe7a0-cf28-400c-8a1e-7bf67acc124c","250","OGG","2018-08-11T22:43:00","LAX","08/12 06:49","0.00","","0.00","","","","N852","","AA","400.00","-9","-21","DH",""
"420357","2018  ","AUGUST 2018  ","8/17/2018 5611 LAX 320","ed0bc004-44a5-4e56-acf8-117c2041d974","866","LAX","2018-08-17T07:16:00","IAH","08/17 12:37","3.21","3.21","3.21","","18.25","A319","N807","319","92","-300.00","-4","-4","CA",""
"420357","2018  ","AUGUST 2018  ","8/17/2018 5611 LAX 320","d7acac85-e798-467c-b2e1-56262ae5b1a2","1804","IAH","2018-08-18T08:25:00","CLT","08/18 12:03","2.38","2.39","2.38","2.52","676","A319","N712","319","67","-600.00","-7","-8","CA",""
"420357","2018  ","AUGUST 2018  ","8/17/2018 5611 LAX 320","8f81cdd0-e5cb-457e-bc3e-4940f1f98854","776","CLT","2018-08-18T14:55:00","LAS","08/18 17:12","5.17","5.17","5.17","","11.16","A321","N552","321","77","600.00","-4","32","CA",""
"420357","2018  ","AUGUST 2018  ","8/17/2018 5611 LAX 320","26ace191-fca6-4455-bd1b-f3b0e67422ef","1131","LAS","2018-08-19T05:54:00","DFW","08/19 11:12","3.18","3.18","3.18","1.05","","A321","N891","321","76","-400.00","-4","23","CA",""
"420357","2018  ","AUGUST 2018  ","8/17/2018 5611 LAX 320","aa52ce9e-f97f-4a6b-86b6-b2e504c5e569","2811","DFW","2018-08-19T12:17:00","LAX","08/19 13:20","3.07","3.08","3.03","","","A321","N891","321","76","700.00","32","27","CA","RCD4"
"420357","2018  ","AUGUST 2018  ","8/23/2018 5690 LAX 320","784fabe8-74ba-4e19-b450-576e344ea1ce","184","LAX","2018-08-23T16:27:00","JFK","08/24 00:51","5.24","5.28","5.24","","15.39","A321","N790","321","80","-600.00","-3","-7","CA",""
"420357","2018  ","AUGUST 2018  ","8/23/2018 5690 LAX 320","49077327-3b7b-478f-a207-eed84d79538e","302","JFK","2018-08-24T17:55:00","LAX","08/24 21:00","6.05","6.15","6.05","","","A321","N783","321","80","300.00","-5","-15","CA",""
"420357","2018  ","AUGUST 2018  ","8/30/2018 5619 LAX 320","342ca18b-dfcd-4df9-8911-7cc67bf9f5eb","31","LAX","2018-08-30T08:16:00","HNL","08/30 11:26","6.10","6.10","6.10","","18.14","","N859","","75","200.00","-4","8","CA",""
"420357","2018  ","AUGUST 2018  ","8/30/2018 5619 LAX 320","f1b860d1-0f85-4e5e-b8ee-97c3841fe167","1480","HNL","2018-08-31T06:52:00","LAX","08/31 15:24","5.32","5.33","5.32","","","","N852","","75","-400.00","-18","-19","CA",""
"420357","2018  ","SEPTEMBER 2018  ","9/1/2018 5675 LAX 320","c854c6f3-8097-4aea-aa62-a072724b4dc9","2459","LAX","2018-09-01T08:03:00","DFW","09/01 13:24","3.21","3.21","3.21","1.26","1155","A321","N867","321","76","500.00","-2","2","CA",""
"420357","2018  ","SEPTEMBER 2018  ","9/1/2018 5675 LAX 320","0fbaf635-5ba6-4c2a-8236-e91daadd9687","249","DFW","2018-09-01T14:50:00","SAT","09/01 15:48","0.58","1.07","0.58","0.43","1155","A321","N899","321","76","0.00","15","6","CA",""
"420357","2018  ","SEPTEMBER 2018  ","9/1/2018 5675 LAX 320","66af28de-6085-4632-bfe7-c869eeaebaca","249","SAT","2018-09-01T16:31:00","DFW","09/01 17:47","1.16","1.17","1.16","0.59","1155","A321","N899","321","76","0.00","-2","-3","CA",""
"420357","2018  ","SEPTEMBER 2018  ","9/1/2018 5675 LAX 320","bddf867a-4d41-4583-912a-26feb5b7d594","1564","DFW","2018-09-01T18:46:00","SAT","09/01 19:48","1.02","1.13","1.02","","19.15","A321","N885","321","76","-100.00","-4","-15","CA",""
"420357","2018  ","SEPTEMBER 2018  ","9/1/2018 5675 LAX 320","6e94c295-480e-4ed4-830b-792d02418f60","249","SAT","2018-09-02T16:55:00","DFW","09/02 17:59","1.04","1.17","1.04","2.27","","A321","N872","321","76","300.00","22","9","CA",""
"420357","2018  ","SEPTEMBER 2018  ","9/1/2018 5675 LAX 320","3d9fb3e1-3b65-41a8-b9a7-67bdbaaa0882","2697","DFW","2018-09-02T20:26:00","LAX","09/02 21:56","3.30","3.30","3.30","","","A321","N987","321","76","100.00","1","12","CA",""
"420357","2018  ","SEPTEMBER 2018  ","9/6/2018 5807 LAX 320","eb500255-bc59-4373-815d-f022dad1ede3","2044","LAX","2018-09-06T08:34:00","CLT","09/06 16:28","4.54","5.05","4.54","2.25","1165","A321","N920","321","77","0.00","-1","-12","CA",""
"420357","2018  ","SEPTEMBER 2018  ","9/6/2018 5807 LAX 320","2c4261c7-0edd-4d14-8301-668413473267","817","CLT","2018-09-06T18:53:00","SAT","09/06 20:28","2.35","3.00","2.35","","19.25","A321","N519","321","77","900.00","33","8","CA",""
"420357","2018  ","SEPTEMBER 2018  ","9/6/2018 5807 LAX 320","82f32803-b981-4539-a972-a6c40cfa9ce3","1712","SAT","2018-09-07T19:25:00","CLT","09/07 23:08","2.43","2.52","2.43","1.11","837","A319","N813","319","92","2800.00","122","113","CA",""
"420357","2018  ","SEPTEMBER 2018  ","9/6/2018 5807 LAX 320","5daa8ed2-7c39-4d77-a17b-9655ffad01d6","1974","CLT","2018-09-08T00:19:00","STL","09/08 01:11","1.52","1.52","1.52","","13.57","A319","N714","319","67","-100.00","115","118","CA",""
"420357","2018  ","SEPTEMBER 2018  ","9/6/2018 5807 LAX 320","0903f25f-5c81-405a-b354-687210b57f81","670","STL","2018-09-08T18:11:00","LAX","09/08 19:54","3.43","3.57","3.43","","","A319","N749","319","92","600.00","93","79","CA",""
"420357","2018  ","SEPTEMBER 2018  ","9/27/2018 5478 LAX 320","d5d180c3-36d1-4348-96f9-a1af6a9f2132","539","LAX","2018-09-27T08:19:00","SJD","09/27 11:51","2.32","2.36","2.32","0.57","","A319","N823","319","","-900.00","-11","-15","CA",""
"420357","2018  ","SEPTEMBER 2018  ","9/27/2018 5478 LAX 320","01d31ca5-9d26-42a9-9516-5dfed0252070","539","SJD","2018-09-27T12:48:00","LAX","09/27 14:08","2.20","2.33","2.20","","","A319","N823","319","","400.00","-8","-21","CA",""
"420357","2018  ","OCTOBER 2018  ","10/6/2018 5880 LAX 320","76307118-3a4c-437d-9b3a-e00acbb110d4","1628","LAX","2018-10-06T17:54:00","BOS","10/07 02:10","5.16","5.30","5.16","","12.25","A321","N880","321","76","500.00","129","115","CA",""
"420357","2018  ","OCTOBER 2018  ","10/6/2018 5880 LAX 320","8d075255-08ec-452a-874a-04e3a251144d","2019","BOS","2018-10-07T16:18:00","PHL","10/07 17:42","1.24","1.37","1.24","1.29","913","A321","N173","321","77","-800.00","13","","CA",""
"420357","2018  ","OCTOBER 2018  ","10/6/2018 5880 LAX 320","958aa278-4336-4890-8010-a6fea5ba64e1","631","PHL","2018-10-07T19:11:00","RSW","10/07 21:53","2.42","3.01","2.42","","15.13","A321","N587","321","77","-200.00","1","-18","CA",""
"420357","2018  ","OCTOBER 2018  ","10/6/2018 5880 LAX 320","d68f9286-516a-439e-9f95-4d10a3f3544c","862","RSW","2018-10-08T16:53:00","PHL","10/08 19:34","2.41","2.44","2.41","1.45","739","A320","N111","320","73","-700.00","137","134","CA",""
"420357","2018  ","OCTOBER 2018  ","10/6/2018 5880 LAX 320","8d1293fb-6b6b-4d34-84d8-4e5bf70f71d1","2018","PHL","2018-10-08T21:19:00","RDU","10/08 22:41","1.22","1.32","1.22","","12.19","A321","N193","321","77","-700.00","330","320","CA",""
"420357","2018  ","OCTOBER 2018  ","10/13/2018 5573 LAX 320","7877d9b3-d0bc-4949-baab-956d80dcd03b","265","LAX","2018-10-13T09:50:00","LIH","10/13 12:53","6.03","6.03","6.03","","24.03","","N862","","75","700.00","5","10","CA",""
"420357","2018  ","OCTOBER 2018  ","10/13/2018 5573 LAX 320","9e0e113d-4060-438e-9ce6-21b67469cf18","266","LIH","2018-10-14T14:31:00","LAX","10/14 23:13","5.42","5.42","5.42","","","","N857","","75","200.00","5","8","CA",""
"420357","2018  ","OCTOBER 2018  ","10/18/2018 5655 LAX 320","5bab9b5c-66eb-41b1-8117-f5df5a170551","28","LAX","2018-10-18T23:00:00","JFK","10/19 07:06","5.06","5.25","5.06","0.00","1230","A321","N797","321","80","600.00","30","11","CA",""
"420357","2018  ","OCTOBER 2018  ","10/18/2018 5655 LAX 320","b2e26509-3afc-4f95-b4e4-3046398bcf2c","952","JFK","2018-10-20T13:29:00","DEN","10/20 15:59","0.00","","","0.49","793","B737","N3LL","737","CE","-1200.00","-1","7","CA",""
"420357","2018  ","OCTOBER 2018  ","10/18/2018 5655 LAX 320","2055804d-da74-4848-bef4-7b90b621f5e0","952","DEN","2018-10-20T16:48:00","PHX","10/20 17:44","0.00","","","1.10","793","B737","N3LL","737","CE","-700.00","38","36","CA",""
"420357","2018  ","OCTOBER 2018  ","10/18/2018 5655 LAX 320","72fd8b30-039a-40ae-b5a0-f399815a8c28","1951","PHX","2018-10-20T18:54:00","OMA","10/20 23:34","2.40","2.40","2.40","","13.13","A319","N838","319","92","-300.00","-3","6","CA",""
"420357","2018  ","OCTOBER 2018  ","10/18/2018 5655 LAX 320","11fc2565-d7fc-48a8-bebc-0c2b9ceea2ef","613","OMA","2018-10-21T14:24:00","PHX","10/21 15:08","2.44","2.50","2.44","1.54","","A319","N810","319","92","-500.00","7","1","CA",""
"420357","2018  ","OCTOBER 2018  ","10/18/2018 5655 LAX 320","cf80a334-0530-4d5d-a318-56aca74200aa","650","PHX","2018-10-21T17:02:00","LAX","10/21 18:34","1.32","1.33","1.32","","","A321","N563","321","77","-600.00","2","1","CA",""
"420357","2018  ","NOVEMBER 2018  ","11/3/2018 5789 LAX 320","2102314a-e332-4620-aa9b-a6e5f70e48b3","167","LAX","2018-11-03T08:31:00","BOS","11/03 17:12","5.41","5.41","5.41","","15.39","A321","N901","321","76","-1400.00","1","4","CA",""
"420357","2018  ","NOVEMBER 2018  ","11/3/2018 5789 LAX 320","08e38af6-7f70-401f-8d4d-3b48079f2942","653","BOS","2018-11-04T09:12:00","CLT","11/04 11:39","2.27","2.35","2.27","1.32","948","A320","N601","320","29","100.00","-9","-17","CA",""
"420357","2018  ","NOVEMBER 2018  ","11/3/2018 5789 LAX 320","5dfd4419-9dd5-43ea-af2b-f1be79721f08","2024","CLT","2018-11-04T13:11:00","IAH","11/04 14:56","2.45","2.48","2.45","","15.48","A319","N819","319","92","400.00","-1","-4","CA",""
"420357","2018  ","NOVEMBER 2018  ","11/3/2018 5789 LAX 320","c1cdada4-6c2b-4d5c-bcca-d3b7a9562279","1845","IAH","2018-11-05T08:11:00","DFW","09:45","1.34","1.34","1.34","1.53","","","","","92","","","","CA",""
"420357","2018  ","NOVEMBER 2018  ","11/3/2018 5789 LAX 320","52621911-5c25-4557-a550-2428dd699e70","2546","DFW","2018-11-05T11:38:00","LAX","12:58","3.22","3.26","3.22","","","","","","76","","","","CA","RCD2"
"420357","2018  ","NOVEMBER 2018  ","11/7/2018 5879 LAX 320","98c18010-c81d-479b-9f2c-f685669c5a55","313","LAX","2018-11-07T07:58:00","MIA","11/07 15:53","4.55","4.55","4.55","0.00","995","A321","N932","321","76","-200.00","-2","-1","CA",""
"420357","2018  ","NOVEMBER 2018  ","11/7/2018 5879 LAX 320","8fe9adcf-7f8e-4376-a6ed-73f7a5166e05","1620","MIA","2018-11-08T15:18:00","CLT","11/08 17:20","0.00","","0.00","1.50","710","B737","N3AK","737","AA","-300.00","18","14","DH",""
"420357","2018  ","NOVEMBER 2018  ","11/7/2018 5879 LAX 320","36c44eb7-8148-4c10-acfd-d80ead9aa21e","1631","CLT","2018-11-08T19:10:00","MSY","11/08 20:09","1.59","1.59","1.59","","11.50","A319","N812","319","92","800.00","-4","-2","CA",""
"420357","2018  ","NOVEMBER 2018  ","11/7/2018 5879 LAX 320","2d345e28-9047-4da9-86d3-6f409eb4ca03","1930","MSY","2018-11-09T09:27:00","CLT","11/09 12:09","1.42","1.53","1.42","3.09","","A320","N128","320","73","300.00","-2","-13","CA",""
"420357","2018  ","NOVEMBER 2018  ","11/7/2018 5879 LAX 320","91267dab-778c-4f4f-9f1e-5138eb56c60b","1833","CLT","2018-11-09T15:18:00","LAX","11/09 17:40","5.25","5.27","5.22","","","A321","N557","321","77","900.00","18","13","CA","RCD3"
"420357","2018  ","NOVEMBER 2018  ","11/11/2018 5552 LAX 320","acca6b50-5d0a-47dd-8964-95ee709b45f7","2322","LAX","2018-11-11T08:26:00","YYZ","11/11 16:04","4.38","4.57","4.38","","24.41","A319","N002","319","91","200.00","-7","-26","CA",""
"420357","2018  ","NOVEMBER 2018  ","11/11/2018 5552 LAX 320","c1f219e8-4ccd-4c58-81aa-e44469933690","2323","YYZ","2018-11-12T21:05:00","LAX","11/12 23:13","5.12","5.36","5.08","","","A319","N025","319","91","500.00","170","142","CA","RCD4"
"420357","2018  ","NOVEMBER 2018  ","11/16/2018 6049 LAX 320","50c2ddb8-bce3-4b2d-9d8f-ea6750d648f4","1966","LAX","2018-11-16T12:53:00","CLT","11/16 20:19","4.26","4.34","4.26","2.00","1024","A321","N534","321","77","900.00","8","","CA",""
"420357","2018  ","NOVEMBER 2018  ","11/16/2018 6049 LAX 320","483800a0-76a8-4d2e-8778-6df475f88ecd","1938","CLT","2018-11-16T22:19:00","ORF","11/16 23:32","1.13","1.13","1.13","","17.04","A319","N709","319","67","-200.00","-6","3","CA",""
"420357","2018  ","NOVEMBER 2018  ","11/16/2018 6049 LAX 320","782b49be-1816-42dd-89e3-c0cc26a22d48","867","ORF","2018-11-17T17:57:00","CLT","11/17 19:11","1.14","1.31","1.14","1.12","784","A319","N804","319","92","500.00","-9","-26","CA",""
"420357","2018  ","NOVEMBER 2018  ","11/16/2018 6049 LAX 320","45a0c5b4-d88d-4d4f-bddc-b60ba98cce79","2004","CLT","2018-11-17T20:23:00","JAX","11/17 21:36","1.13","1.21","1.13","","13.04","A319","N823","319","92","-400.00","-6","-14","CA",""
"420357","2018  ","NOVEMBER 2018  ","11/16/2018 6049 LAX 320","be07a671-83a9-46d2-aa40-587367067a03","1944","JAX","2018-11-18T12:03:00","CLT","11/18 13:30","1.27","1.27","1.27","1.27","","A320","N127","320","73","-100.00","-7","-6","CA",""
"420357","2018  ","NOVEMBER 2018  ","11/16/2018 6049 LAX 320","46f00540-a41e-4660-8577-be28b1d818c1","1833","CLT","2018-11-18T14:57:00","LAX","11/18 17:17","5.23","5.27","5.20","","","A321","N917","321","77","1000.00","-3","-10","CA","RCD3"
"420357","2018  ","NOVEMBER 2018  ","11/26/2018 6289 LAX 320","8feda192-cbc3-452f-b539-3eac3d80cd16","583","LAX","2018-11-26T13:53:00","DFW","11/26 18:57","3.04","3.05","3.04","1.40","963","A321","N170","321","77","1200.00","13","12","CA",""
"420357","2018  ","NOVEMBER 2018  ","11/26/2018 6289 LAX 320","192fa132-6090-4d32-97f9-e8e3e6876e47","1336","DFW","2018-11-26T20:37:00","MCO","11/27 00:00","2.23","2.30","2.23","","16.03","A321","N991","321","76","-100.00","12","5","CA",""
"420357","2018  ","NOVEMBER 2018  ","11/26/2018 6289 LAX 320","80ddc0c8-f777-4c11-b46f-5822cddabaef","2314","MCO","2018-11-27T18:00:00","DFW","11/27 19:52","2.52","2.56","2.52","0.49","1123","A321","N993","321","76","600.00","27","23","CA",""
"420357","2018  ","NOVEMBER 2018  ","11/26/2018 6289 LAX 320","376edab1-a8b4-4df0-95d6-c9897661aad2","1336","DFW","2018-11-27T20:41:00","MCO","11/27 23:57","2.16","2.30","2.16","","18.43","A321","N993","321","76","-1600.00","16","2","CA",""
"420357","2018  ","NOVEMBER 2018  ","11/26/2018 6289 LAX 320","1008ea52-c991-4e03-ae1d-84785d671d00","2757","MCO","2018-11-28T20:07:00","LAX","11/28 22:49","5.42","5.42","5.42","","","","N858","","75","600.00","-3","3","CA",""
"420357","2018  ","DECEMBER 2018  ","12/2/2018 5704 LAX 320","21c6cc43-ab60-4d7d-9d10-fccecdb462fe","296","LAX","2018-12-02T23:53:00","ORD","12/03 05:40","3.47","4.08","3.47","","11.34","","N854","","75","-300.00","-2","-23","CA",""
"420357","2018  ","DECEMBER 2018  ","12/2/2018 5704 LAX 320","9300f354-b86c-4562-84cb-af240ec18b98","2007","ORD","2018-12-03T18:54:00","PHL","12/03 22:09","2.28","2.28","2.15","","16.04","A321","N199","321","77","-1200.00","10","23","CA","RCD13"
"420357","2018  ","DECEMBER 2018  ","12/2/2018 5704 LAX 320","f7a2d9e2-77c4-4aaa-8380-36f7fe1cb160","422","PHL","2018-12-04T18:32:00","MCO","12/04 21:19","2.47","2.47","2.47","1.06","","A321","N921","321","77","-500.00","169","171","CA",""
"420357","2018  ","DECEMBER 2018  ","12/2/2018 5704 LAX 320","5590e2e1-2c82-425f-bfae-ad58b36dbcfd","2757","MCO","2018-12-04T22:25:00","LAX","12/05 01:04","5.39","5.39","5.39","","","","N859","","75","-500.00","135","138","CA",""
"420357","2018  ","DECEMBER 2018  ","12/15/2018 5904 LAX 320","65ee7b49-e126-42c6-9187-e2316bca77ec","2437","LAX","2018-12-15T06:57:00","DFW","12/15 12:06","3.09","3.09","3.09","2.37","1127","","N858","","75","500.00","-3","2","CA",""
"420357","2018  ","DECEMBER 2018  ","12/15/2018 5904 LAX 320","c0d40ced-01d3-4895-b2fb-60407480dfbb","580","DFW","2018-12-15T14:43:00","DEN","12/15 15:33","1.51","2.02","1.50","","18.47","A321","N924","321","77","1000.00","-2","-14","CA","RCD1"
"420357","2018  ","DECEMBER 2018  ","12/15/2018 5904 LAX 320","691afcdf-35e8-4db7-b376-e133b2774907","1957","DEN","2018-12-16T11:49:00","CLT","12/16 16:45","2.56","3.10","2.56","1.22","837","A321","N524","321","77","1800.00","-1","-15","CA",""
"420357","2018  ","DECEMBER 2018  ","12/15/2018 5904 LAX 320","1407bdf4-a5c3-4ce1-b192-8812b2af983a","1842","CLT","2018-12-16T18:07:00","MCO","12/16 19:45","1.38","1.51","1.38","","13.57","A321","N924","321","77","-400.00","-5","-18","CA",""
"420357","2018  ","DECEMBER 2018  ","12/15/2018 5904 LAX 320","8e5f8819-5afe-426b-afb2-f1b6f5a591dc","260","MCO","2018-12-17T11:13:00","MIA","12/17 12:11","0.58","1.08","0.58","2.02","","A321","N992","321","76","400.00","1","-9","CA",""
"420357","2018  ","DECEMBER 2018  ","12/15/2018 5904 LAX 320","341e7755-e6e3-47fe-a037-fd4cf5ba8d16","2283","MIA","2018-12-17T14:13:00","LAX","12/17 16:49","5.36","5.43","5.36","","","A321","N992","321","76","200.00","-2","-9","CA",""
"420357","2018  ","DECEMBER 2018  ","12/24/2018 6181 LAX 320","1fb34caf-60f6-4152-a257-09292787e11c","445","LAX","2018-12-24T09:58:00","PHX","12/24 12:19","1.21","1.27","1.21","2.40","1077","A320","N679","320","29","-100.00","-2","-8","CA",""
"420357","2018  ","DECEMBER 2018  ","12/24/2018 6181 LAX 320","bab7d5e1-4f53-47a8-bac1-bde1aaf65522","589","PHX","2018-12-24T14:59:00","SEA","12/24 16:52","2.53","3.09","2.53","","17.57","A321","N554","321","77","900.00","-2","-18","CA",""
"420357","2018  ","DECEMBER 2018  ","12/24/2018 6181 LAX 320","2157feaa-ec43-42b1-a9a8-c867a5d1e525","2024","SEA","2018-12-25T12:17:00","PHL","12/25 20:12","4.55","5.11","4.55","","12.28","A321","N179","321","77","100.00","-2","-18","CA",""
"420357","2018  ","DECEMBER 2018  ","12/24/2018 6181 LAX 320","8777ac07-7c74-4265-85f4-c717228bdaf8","566","PHL","2018-12-26T10:09:00","LAX","12/26 13:13","6.04","6.08","6.04","","","A321","N921","321","77","-300.00","-1","-5","CA",""
"420357","2018  ","DECEMBER 2018  ","12/30/2018 31148 LAX 320","3a09dea4-cfd9-44d9-a4bb-0859a451ae40","247","LAX","2018-12-30T17:33:00","KOA","12/30 20:49","5.16","5.45","5.16","","24.37","","N857","","75","400.00","-2","-31","CA",""
"420357","2018  ","DECEMBER 2018  ","12/30/2018 31148 LAX 320","cef2c0de-548b-4753-9e7b-e31d6991ea79","246","KOA","2018-12-31T23:18:00","LAX","01/01 07:29","6.11","6.11","6.11","","","","N854","","75","300.00","22","64","CA",""
"420357","2019  ","JANUARY 2019  ","1/7/2019 5820 LAX 320","cb47971a-6fde-4b8a-8d2d-1e8ef2898d83","416","LAX","2019-01-07T15:58:00","DEN","01/07 19:03","2.05","2.26","2.05","1.17","","A319","N819","319","92","1800.00","13","-8","CA",""
"420357","2019  ","JANUARY 2019  ","1/7/2019 5820 LAX 320","c142b036-cd40-4260-a706-3e6caaab7e1e","416","DEN","2019-01-07T20:20:00","LAX","01/07 21:52","2.32","2.41","2.32","","","A319","N819","319","92","-700.00","-4","-13","CA",""
"420357","2019  ","JANUARY 2019  ","1/8/2019 5609 LAX 320","99df4dd1-085d-4286-ba57-38b27827ac94","506","LAX","2019-01-08T21:45:00","PHL","01/09 05:31","4.46","5.08","4.46","","14.04","A321","N536","321","77","-200.00","","-22","CA",""
"420357","2019  ","JANUARY 2019  ","1/8/2019 5609 LAX 320","f66cbdde-7769-44cf-bf84-5c05feb4e03a","1793","PHL","2019-01-09T21:15:00","PHL","01/09 22:28","1.13","","1.13","3.13","851","A319","N744","319","92","","10","","CA",""
"420357","2019  ","JANUARY 2019  ","1/8/2019 5609 LAX 320","cfe26fc5-49a9-4c5f-8b4f-b11ba4b416c9","1793","PHL","2019-01-10T01:41:00","JAX","01/10 03:57","2.16","3.29","2.16","","14.11","A319","N757","319","92","700.00","276","270","CA",""
"420357","2019  ","JANUARY 2019  ","1/8/2019 5609 LAX 320","d13fefa1-829f-44b9-9bc4-e37fc4f5a1bd","12","JAX","2019-01-10T19:04:00","DFW","01/10 21:00","0.00","","0.00","1.14","","MD80","N4YB","S80","AA","-7700.00","-4","","DH",""
"420357","2019  ","JANUARY 2019  ","1/8/2019 5609 LAX 320","54dc8b6f-9729-4c3c-833b-0e70a16ca304","84","DFW","2019-01-10T22:14:00","LAX","01/10 23:30","0.00","","0.00","","","","N864","","AA","-300.00","-1","-11","DH",""
